EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,COMMENTS,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1977 0:00,"Prairie Provinces, 1977. Cereal crop drought occurred in parts of the Prairies; among the most severe and widespread surface water droughts ever to occur on the Prairies; severe drought in southern Alberta and western Saskatchewan.",0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Newfoundland,1/14/1978 0:00,"Newfoundland, January 14-16, 1978. Unseasonable weather conditions caused flooding of  the Grand Codroy River on the west coast of Newfoundland. The Grand Codroy River Bridge (standing since 1926) required major reconstruction because it collapsed under pressure of ice floes in the flooded river. The loss of a link between the north and south sides of the river stranded 1500 residents of Codroy, Melville, Cape Anguille and O'Regans. In addition, 244 m of telephone cable previously attached to the bridge were destroyed, leaving the four communities without phone service. In April 1978, a temporary single-lane bridge constructed 16 km downstream from the original bridge. ",0,0,0,5235779,858324.4,1/16/1978 0:00,3588601,1647178,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1981 0:00,"Prairie Provinces, 1981. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Incident,Technology,Transportation accident,Marine,off the Northern coast of Newfoundland,7/3/1981 0:00,"off the Northern coast of Newfoundland, July 3, 1981. 13 dead, 19 survivors: the ship ""Arctic Explorer"" apparently hit an iceberg and sank in icy waters off Newfoundland's northern coast.",13,19,0,,,7/3/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Across Canada,1/5/1982 0:00,"Across Canada, January 5-28, 1982. Three week cold spell; trucks and trains failed and were abandoned until milder weather came; a damaged steel bridge forced a 200 km detour of the Alaskan highway; more than 25 highways in Ontario were closed in areas due to blowing snow and poor visibility.  In the northern Prairies, temperatures as low as -47°C were recorded on January 17.",0,0,0,,,1/5/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Off the coast of Newfoundland,2/14/1982 0:00,"Off the coast of Newfoundland, February 14-15, 1982.  The ocean-drilling rig ""Ocean Ranger"" overturned and sank during an intense snowstorm with winds in excess of 100 km/h off the east coast of Newfoundland: most lifeboats crashed into the pillars of the rig and sank or were flipped over by the waves.  There were no ""survival suits"". When the supply ship got to the scene, less than an hour after being dispatched, only one lifeboat was found afloat with living people inside: the lifeboat slowly rolled over, eventually killing all inside: 84 died: the severe storm also caused the ""Mechanic Tarasov"" to sink with the loss of 33 lives.",117,0,0,,,2/14/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie Provinces,3/6/1983 0:00,"Prairie Provinces, March 6, 1983. Especially southern Manitoba; the storm forced Winnipeg International Airport to close for two days and toppled several large television towers.  The freezing rain also caused other extensive damage.",0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Eastern Canada,1/1/1983 0:00,"Eastern Canada, 1983. Most damages were to the apple industry.",0,0,0,,,1/1/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1983 0:00,"Prairie Provinces, 1983. Cereal crop drought occurred in parts of the Prairies; production declined in western Canada by 7.5% due to the onset of drought during the growing season.",0,0,0,0,0,1/1/1983 0:00,0,,,0,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Central, southern, and western Newfoundland",1/11/1983 0:00,"Central, southern, and western Newfoundland, January 11-19, 1983. Due to mild temperatures and excessive rainfall from a major Snowstorm, homes and highways were damaged along the Exploits and Gander Rivers (central), the Conne River (southern), and in Stephenville (west coast); the flood occurred after 189 mm of rain fell within a 36-hour period, destroying several homes, businesses and other infrastructure worth approximately $4 million; several homes, two railway cars and a local club were washed away; approximately 500 people were evacuated; numerous washouts along many central highways forced travellers to seek refuge; no loss of life or personal injury was reported; flooding in the Exploits and Gander River basins resulted in partial damage to the dam and power house in Bishop's Falls on the Exploits River. >60 homes were flooded",0,0,500,6367841,657608.4,1/19/1983 0:00,3879494,2484696,,,,,3651,0,0
Incident,Technology,Transportation accident,Air,"Cincinnati. Ohio, USA",6/2/1983 0:00,"Cincinnati Ohio USA, June 2, 1983. An Air Canada DC-9 was destroyed when it caught fire en route to Toronto from Texas and landed in flames at Cincinnati airport.",23,18,0,,,6/2/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,6/1/1984 0:00,"Prairie Provinces, 1984. The worst agricultural drought since the 1930s to occur in the Prairies; severe and widespread surface water droughts reported on the Prairies. Over 10,000 farms were affected.",0,0,0,0,0,8/31/1984 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Western Canada,5/1/1985 0:00,"Western Canada, 1985. Second drought year in a row; one of the worst agricultural droughts to occur in the Prairies;  insect infestations. On June 8, there was a wind and dust storm, heavy soil erosion, buildings and transmission lines were damaged.",0,0,0,,,8/31/1985 0:00,0,0,,,,,,0,0
Incident,Conflict,Terrorist,Bomb Attacks,North Atlantic near west coast of Ireland,6/23/1985 0:00,"Ireland (west coast), June 23, 1985. 329 dead (280 Canadians): Air India flight 182 en route from Toronto to India crashed in the North Atlantic: the crash was caused by a terrorist bomb.",329,0,0,,,6/23/1985 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1986 0:00,"Prairie Provinces, 1986. Severe and widespread surface water droughts reported on the Prairies.",0,0,0,0,0,1/1/1986 0:00,0,0,,,,,,0,0
Incident,Conflict,Civil Incident,Disturbance / Demonstrations,Libya,2/15/2011 0:00,"Libya, February 15-25, 2011. Qaddafi security services attempted to repress a series of peaceful protests, beginning on February 15. Within one week, the small uprising had spread across Libya, and Qaddafi’s regime struggled to retain control of the country. The government responded to continued uprisings with censorship, blocking of communications, imprisonment, military force and violence. The situation escalated into an armed conflict with an established coalition between rebel groups. As of February 25, more than 203 Canadians had been evacuated from Libya to nearby Malta. On June 14, the Minister of International Cooperation, Beverly J. Oda, announced additional humanitarian assistance. Canada’s total assistance in response to the crisis in Libya was $10.6 million.",,,203,0,0,2/25/2011 0:00,,,,,,,,,0
Disaster,Natural,Geological,Earthquake,Japan,3/11/2011 0:00,"Japan, March 11, 2011. Earthquake – A magnitude 9.0-9.1 earthquake struck off the coast of Honshu, Japan on March 11 at 14:46 local time. The earthquake had a depth of 24 kilometres and struck 129 kilometres outside the city of Sendai, 177 kilometres outside of Fukushima and some 372 kilometres northeast of Tokyo. Tsunami – The earthquake triggered a massive tsunami with waves reaching as high as 40 metres and struck land as far as 10 kilometres inland. Close to 28,000 people were reported dead or missing as a result of the earthquake and tsunami. Japanese authorities estimated the number of people injured as a result of this disaster was over 4000.  Over 220,000 buildings were damaged or destroyed.  Costs of damages resulting from the earthquake and tsunami have been estimated at over $300 billion. Nuclear Emergency – The Fukushima Daiichi nuclear power plant was severely damaged by the initial earthquake and subsequent tsunami that followed. A nuclear emergency was declared by Japanese authorities following problems with one of the cooling systems. These problems resulted in three major explosions at the Fukushima nuclear power plant resulting in a level 7 nuclear meltdown. The explosions took place at reactor 1 on March 12, reactor 3 on March 14, and reactor 2 on March 15. On March 14, Japanese Prime Minister Kan announced that the 20 kilometre evacuation zone had been expanded to include a warning for people within 30 kilometres of the Fukushima Daiichi nuclear power plant. The Canadian federal department of Foreign Affairs and International Trade (DFAIT) provided potassium Iodide (KI) to staff at the Canadian mission in Tokyo and Health Canada monitored gamma-radiation levels at the Embassy, confirming the absence of significant radiation meaning there was little threat to the health of Embassy staff. The Canadian government’s support to the government of Japan included a disaster victim identification team, chemical, biological, radiological and nuclear technical expertise and equipment, Canadian Armed Forces military assets to facilitate humanitarian relief efforts, relief stocks, and emergency medical and engineering capabilities. At the time of the earthquake, there were an estimated 11,000 Canadian citizens present in Japan. One Canadian citizen was confirmed to have been killed as a result of the earthquake and tsunami. Total cost estimated is over $300 billion.",1,,,0,0,3/11/2011 0:00,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,
Note: Federal and Provincial payments are interim and do not represent final payment totals.,47,,2000,58000000,2833876.2,7/28/2013 0:00,58000000,,,,,,,,,,,,,,
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Québec,12/21/2013 0:00,"Québec, December 21-26, 2013. A severe winter storm that formed over the Great Lakes region in Ontario tracked into Québec bringing a mix of freezing rain, ice pellets and snow. The Eastern Townships region of the province was particularly impacted and at its peak, an estimated 51,000 Hydro Québec customers were without power (153,000 individuals). The storm is attributed with the deaths of six people due to a mix of carbon monoxide poisoning and traffic accidents throughout the province. Power was fully restored to all customers by December 26, 2013.",6,,0,0,0,12/26/2013 0:00,,,,,,,,153000,
"Response and recovery activities began at the time of the event. The ice storm significantly impacted some of Canada’s largest and most densely populated urban municipalities. Municipalities, provincial ministries and non-governmental organizations such as the Red Cross all acted to respond to the ice storm. Ontario determined that the impacts of the storm were severe enough to warrant implementation of an Ice Storm Assistance Program to help municipalities and conservation authorities with emergency response and recovery costs. Two deaths were attributed to the storm due to carbon monoxide poisoning from improperly ventilated generators and heaters.  ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"*Note: A request for federal assistance through the DFAA program has been made; however, no payments have yet been issued.",2,25,0,262781642,12839493.9,1/1/2014 0:00,98581642,,4200000,160000000,,,,2490000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
*Note: A request for federal assistance through the DFAA program has been made.,0,0,3000,43309000,2116074.9,7/3/2013 0:00,43309000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"*Note: A request for federal assistance through the DFAA program has been made; however, no payments have yet been issued.",0,0,560,1164679000,55815287.5,7/14/2014 0:00,164679000,,,,,1000000000,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Note: A request for federal assistance through the DFAA program has been made; however, no payments have yet been issued.",0,0,500,0,0,7/30/2014 0:00,,,,,,,,,,,,,,,
Disaster,Natural,Meteorological - Hydrological,Flood,Fort Albany and Kashcewan First Nation,4/17/2015 0:00,"Fort Albany and Kashechewan First Nation ON, April 17 to May 11, 2015. The annual spring melt resulted in high water levels in the Albany River, which caused severe flooding for communities in the James Bay region. A state of emergency was declared on April 17, for the Kashechewan First Nation, which is situated in the mouth of the Albany River on the shores of James Bay. The community of Fort Albany also declared a state of emergency on April 29. Evacuations in Kashechewan began April 25, where 1,320 residents were air lifted to safety. In Fort Albany, 13 hospital patients were also evacuated by air. On April 27, the Ontario government issued a Request for Federal Assistance (RFA) for aircrafts in response to the flood in order to evacuate the remaining residents. The community of Moose Cree First Nation was also affected but no evacuations took place. In total, 1,333 people were evacuated to Kapuskasing, Smooth Rock Falls, Wawa and Cornwall. Some residents were permanently displaced due to mold and poor living conditions brought on by the reoccurring floods. Evacuation efforts were complete by April 28.",,,1333,0,0,5/11/2015 0:00,,,,,,,,,
Disaster,Natural,Geological,Earthquake,Nepal,4/25/2015 0:00,"Nepal, April 25 to May 12, 2015. Nepal was hit by a devastating 7.8 magnitude earthquake that originated outside of the capital city Kathmandu and was hit a second time by a 6.7 magnitude aftershock the next day. The earthquake resulted in over 8,669 fatalities, which include 17 hikers on Mount Everest who were killed by an avalanche triggered by the earthquake. On May 12, Nepal was hit again by two more earthquakes recorded as magnitude 7.3 and 6.3 quakes. In the aftermath of the earthquake, up to 600,000 homes were damaged leaving approximately 860,000 people in need of shelter. The Canadian government contributed $5 million for relief efforts and deployed the Disaster Assistance Response Team (DART) to assist with humanitarian aid. There were 450 Canadians registered with the Canadian government as being in Nepal at the time. Two Canadians died while hiking in Nepal’s Langtang National Park.",2,,450,5000000,236966.8,5/12/2015 0:00,,,,,5000000,,,860000,7.8
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Maritime Provinces,2/15/2015 0:00,"Maritime Provinces, February 15-17, 2015. A major storm system formed off the United States east coast and moved towards the north Atlantic. On February 15, the storm system hit Nova Scotia bringing with it snow, ice and rain. In Halifax the weather changed from snow to rain, creating flooding in the streets, which turned into an overnight flash freeze. Greenwood, Nova Scotia received 56 cm of snow, while in Cape Breton Island wind gusts were recorded of up to 176 km/h. The next day in New Brunswick, heavy snow impacted Moncton where it snowed up to 58 cm. The hardest hit area was Prince Edward Island where it snowed over 80 cm in Charlottetown. During the storm, damages were caused by strong winds that downed trees and power lines leaving approximately 4000 customers (12,000 individuals) without power in New Brunswick. Flooding brought on by the rain also caused damages to city streets and created dangerous driving conditions as black ice formed when the temperature dropped. The huge amount of snow that fell on the region buried vehicles, left people stranded in their homes and resulted in the closure of numerous schools and businesses. In New Annan, Prince Edward Island 20 people were left homeless in blizzard conditions as fires irrupted in a motel where 18 people had to be evacuated as well as a home near Winsloe where two people had to be evacuated. In addition, an apartment fire in Fredericton resulted in the evacuation of one individual.",,,21,0,0,2/17/2015 0:00,,,,,,,,12000,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,6/12/2015 0:00,"Prairie Provinces, June 12, 2015. A massive storm system moved through the prairies causing severe thunderstorms to occur throughout the prairie provinces starting in central Alberta and Saskatchewan. Parts of southern Alberta experienced thunderstorms including High River, Brooks and Taber. The storm intensified near Medicine Hat where there was hail and strong winds that caused damages throughout the city. Approximately 9000 people in Alberta lost power due to downed power lines. The storm later moved into Saskatchewan near maple Creek with hail and estimated wind gusts of up to 120 km/h. As the storm travelled eastward, Assiniboia and Weyburn sustained damages from hail. A large part of the storm moved into Manitoba, bringing heavy rain, strong winds and hail that impacted Virden causing extensive damages.",,,,0,0,6/12/2015 0:00,,,,,,,,9000,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,7/18/2016 0:00,"Prairie Provinces, July 18-20, 2016. Southern regions of the Prairie provinces were overwhelmed by severe storms after weeks of bad weather. A storm system entered northward into southern Alberta where isolated thunderstorms developed along the Alberta foothills. On June 18, the storm eventually grew larger impacting Calgary, Medicine Hat and Dunmore with hail, heavy rain and strong winds as well as tornado warnings. On June 19, the storm system moved across Saskatchewan and Manitoba producing hail and prompting even more tornado warnings. In Saskatchewan, near softball sized hail pelted Stewart Valley and Davison, where a tornado briefly touched down resulting in minimal damages. Parts of southern Manitoba received less severe hail, however a more severe tornado touched down in Long Plain First Nation where there was extensive damages.",,,,0,0,7/20/2016 0:00,,,,,,,,,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,7/8/2016 0:00,"Prairie Provinces, July 8-11, 2016. Severe storms swept through the Prairies from July 8 to 11. On July 8, storms in Alberta impacted Edmonton, Calgary and Redwater where hail and heavy rain resulted in flash flooding. On July 10, the bad weather continued into Saskatchewan where 130 mm of rain fell causing significant flooding in Estevan prompting the declaration of a local state of emergency. There were also reports of numerous funnel clouds in Saskatchewan, including in Battleford and in Humboldt, where a small tornado briefly touched down for roughly 20 seconds. On July 11, the tail end of the storm system moved into Manitoba where some communities received up to 88.9 mm of rain, including Liyodminster, Yorktown, Humboldt and Watrous. The severe thunderstorms that swept through the Prairies resulted in property damage from hail and infrastructure damage from heavy rain, strong winds and lighting, including in Manitoba where wind gusts of over 100 km/h caused power outages due to fallen trees.",,,,0,0,7/11/2016 0:00,,,,,,,,,
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Prairie Provinces,6/28/2016 0:00,"Prairie Provinces, June 28-30, 2016. Multiple thunderstorms hit Alberta, Saskatchewan and Manitoba as a warm front moved into the prairies. On June 28, severe thunderstorms formed in Alberta, where Okotoks received 30 cm of hail, Edmonton received up to 75 mm of rain and Calgary was hit by strong winds and lighting that caused trees and two houses to catch fire. On June 29, the storm began to move into southern Saskatchewan and southern Manitoba where hail and heavy rain accompanied by strong winds caused localized flooding. Alberta experienced more bad weather on June 30, where Calgary was impacted by hail, Taber and Strathmore experienced flooding and an EF0 tornado touched down in Ponoka.",,,,0,0,6/30/2016 0:00,,,,,,,,,
